City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
waingapu,36.0,ID,1551658632,93.0,-9.65,120.26,79.24,3.51
kogon,0.0,UZ,1551655800,93.0,39.73,64.54,42.8,4.7
gamba,24.0,CN,1551658633,38.0,28.28,88.52,-15.85,3.51
beyneu,0.0,KZ,1551658633,83.0,45.32,55.19,17.59,4.63
boende,36.0,CD,1551658071,98.0,-0.28,20.88,72.98,0.16
anori,8.0,BR,1551658634,84.0,-3.74,-61.66,80.81,4.07
bunia,0.0,CD,1551658634,88.0,1.56,30.25,61.51,2.84
awbari,0.0,LY,1551658634,53.0,26.59,12.77,46.03,2.73
la ronge,90.0,CA,1551654000,60.0,55.1,-105.3,8.6,17.22
san rafael del sur,20.0,NI,1551654000,49.0,11.85,-86.44,89.6,11.41
darhan,0.0,MN,1551658635,70.0,49.49,105.92,16.01,2.84
hasilpur,44.0,PK,1551658635,97.0,29.69,72.55,56.02,6.76
acari,92.0,BR,1551658636,97.0,-6.44,-36.64,71.95,3.06
tilichiki,80.0,RU,1551658636,84.0,60.47,166.1,19.93,4.85
natal,40.0,BR,1551654000,78.0,-5.81,-35.21,80.6,3.36
parabel,68.0,RU,1551658637,78.0,58.71,81.5,28.43,13.02
nongpoh,75.0,IN,1551655800,77.0,25.9,91.88,64.4,5.82
kutoarjo,68.0,ID,1551658637,95.0,-7.72,109.9,79.46,3.62
cutervo,92.0,PE,1551658637,94.0,-6.38,-78.82,54.04,1.95
borogontsy,24.0,RU,1551658638,52.0,62.67,131.17,-18.51,2.62
sillanwali,44.0,PK,1551658638,95.0,31.83,72.54,49.54,2.95
belmonte,92.0,PT,1551657832,89.0,40.36,-7.35,55.0,11.99
buraydah,0.0,SA,1551654000,62.0,26.33,43.97,51.8,6.93
chiredzi,12.0,ZW,1551658639,78.0,-21.05,31.67,76.09,6.42
tawkar,,,,,,,,
oskemen,40.0,KZ,1551655800,92.0,49.96,82.61,30.2,6.71
falealupo,,,,,,,,
teofilo otoni,36.0,BR,1551658640,71.0,-17.86,-41.51,76.13,8.1
ust-nera,8.0,RU,1551658640,48.0,64.57,143.24,-31.87,2.17
ndungu,44.0,TZ,1551658640,93.0,-4.38,38.06,66.19,2.73
oktyabrskoye,20.0,RU,1551658598,74.0,56.73,85.44,30.99,15.66
kirtipur,20.0,NP,1551657000,100.0,27.68,85.28,44.6,3.36
olafsvik,,,,,,,,
les escoumins,76.0,CA,1551658641,88.0,48.35,-69.4,19.16,4.07
morant bay,75.0,JM,1551654000,54.0,17.88,-76.41,80.6,16.11
paita,24.0,PE,1551658542,63.0,-5.09,-81.11,80.18,8.1
awallan,0.0,PH,1551658642,76.0,17.92,121.91,73.84,4.18
yichang,32.0,CN,1551658643,89.0,30.77,111.32,39.95,1.39
burica,,,,,,,,
khor,0.0,RU,1551658643,60.0,47.88,134.96,25.06,4.18
havoysund,90.0,NO,1551657000,100.0,71.0,24.66,24.8,23.04
winnemucca,90.0,US,1551658608,80.0,40.97,-117.74,43.0,6.93
saint anthony,1.0,US,1551658562,49.0,43.97,-111.68,28.0,3.36
dayong,76.0,PH,1551658644,100.0,11.74,122.04,78.11,16.26
betanzos,40.0,ES,1551658541,71.0,43.28,-8.21,55.99,9.17
mundo nuevo,0.0,CL,1551654000,72.0,-32.72,-71.41,62.6,6.93
zhireken,20.0,RU,1551658645,73.0,52.82,117.29,15.16,4.52
atambua,20.0,ID,1551658373,100.0,-9.11,124.89,78.11,3.51
ngunguru,32.0,NZ,1551658085,31.0,-35.62,174.5,80.01,5.99
kashary,48.0,RU,1551658646,83.0,49.04,41.01,21.91,13.24
kathmandu,20.0,NP,1551657000,100.0,27.71,85.32,44.6,3.36
camacupa,20.0,AO,1551658647,84.0,-12.02,17.48,61.28,4.18
honningsvag,75.0,NO,1551653400,73.0,70.98,25.97,21.2,16.11
gualaceo,75.0,EC,1551657600,77.0,-2.89,-78.78,62.6,11.41
umm durman,,,,,,,,
mahibadhoo,76.0,MV,1551658064,100.0,3.78,72.97,82.75,12.35
luangwa,44.0,MZ,1551658648,64.0,-15.62,30.4,76.9,2.73
zhanakorgan,92.0,KZ,1551658648,91.0,43.91,67.25,39.91,7.99
salihli,12.0,TR,1551658648,95.0,38.48,28.15,29.74,2.28
half moon bay,90.0,US,1551658624,81.0,37.46,-122.43,57.2,8.05
rafai,0.0,CF,1551658649,68.0,4.95,23.92,68.93,5.08
poya,32.0,NC,1551658649,90.0,-21.35,165.16,78.61,4.85
necochea,92.0,AR,1551658617,61.0,-38.55,-58.74,71.01,3.0
rosetta,40.0,EG,1551654000,76.0,31.4,30.42,57.2,12.75
bambanglipuro,32.0,ID,1551658556,98.0,-7.95,110.28,75.46,4.18
jinxiang,0.0,CN,1551658650,75.0,35.07,116.31,37.88,8.43
kankan,8.0,GN,1551658651,30.0,10.38,-9.3,70.87,7.99
moussoro,0.0,TD,1551658651,32.0,13.64,16.49,78.61,11.79
hovd,75.0,NO,1551658585,68.0,63.83,10.7,32.0,11.41
baykit,12.0,RU,1551658651,58.0,61.68,96.39,4.18,5.97
adiake,0.0,CI,1551655800,83.0,5.29,-3.3,82.4,8.05
okha,0.0,RU,1551658652,75.0,53.59,142.95,-0.15,5.97
mezen,64.0,RU,1551658652,75.0,65.85,44.24,5.08,2.62
libreville,40.0,GA,1551655800,94.0,0.39,9.45,78.8,4.7
vostok,0.0,RU,1551658653,73.0,46.45,135.83,23.93,2.39
batemans bay,0.0,AU,1551658612,52.0,-35.71,150.18,87.01,3.29
ciudad bolivar,32.0,VE,1551658654,40.0,8.12,-63.55,87.88,15.14
ada,40.0,US,1551658637,70.0,47.3,-96.52,-1.0,10.29
tondano,40.0,ID,1551655800,94.0,1.3,124.91,77.0,0.94
kars,0.0,TR,1551655800,79.0,40.61,43.1,23.0,1.16
ankazoabo,48.0,MG,1551658655,92.0,-22.29,44.51,70.15,3.29
rawlins,1.0,US,1551657632,72.0,41.79,-107.24,12.2,2.62
toora-khem,0.0,RU,1551658655,64.0,52.47,96.11,3.01,2.17
sunyani,8.0,GH,1551658656,66.0,7.34,-2.33,72.49,2.73
poplar bluff,90.0,US,1551658643,68.0,36.76,-90.39,32.0,17.22
kowary,64.0,PL,1551658566,95.0,50.79,15.83,48.99,10.78
grand gaube,0.0,MU,1551658446,83.0,-20.01,57.66,80.01,1.99
borgarnes,0.0,IS,1551658614,51.0,64.54,-21.92,37.4,13.87
edd,0.0,ER,1551658657,86.0,13.93,41.69,60.56,3.06
tuggurt,,,,,,,,
khani,0.0,GE,1551655800,68.0,41.96,42.96,32.0,5.82
arkhangelsk,90.0,RU,1551655800,84.0,64.54,40.54,6.8,2.24
touros,75.0,BR,1551654000,88.0,-5.2,-35.46,80.6,4.7
eresos,0.0,GR,1551658627,37.0,39.17,25.93,46.0,3.0
springbok,0.0,ZA,1551658659,82.0,-29.67,17.88,55.88,2.95
bestobe,24.0,KZ,1551658659,82.0,52.5,73.1,27.35,14.25
north platte,1.0,US,1551658537,50.0,41.12,-100.77,6.8,11.41
aksha,44.0,RU,1551658659,73.0,50.28,113.29,15.16,4.52
frutal,0.0,BR,1551658660,97.0,-20.02,-48.93,68.66,3.96
kango,68.0,GA,1551658660,89.0,0.19,10.1,76.31,1.5
macuelizo,0.0,NI,1551658660,59.0,13.65,-86.61,74.6,2.95
ojinaga,1.0,US,1551658614,13.0,29.56,-104.41,84.2,4.7
